Date_of_Birth,Gender,Marital_Status,Number_of_Dependents,Monthly_Income,Sources_of_Income,Current_Loans,Debt_to_Income_Ratio,Property_Ownership,Employment_Status,Job_Tenure_Work_Experience,Credit_Score,Loan_Amount_Requested,Loan_Purpose,Desired_Loan_Tenure,Rent_Payment_History,Utility_Bill_Payments,Spending_Patterns,BNPL_Payment_History,Gig_Economy_Income,Behavioral_Data,Loan_Approved
1961-01-09,Female,Single,5,608211,Investments,Multiple,0.33,Commercial_Rented,Salaried,35,411,7811999,Business,60,Poor,Good,Impulsive,Average,Yes,Positive,1
1953-01-27,Female,Married,2,509776,Secondary,Yes,0.04,Owned,Government,37,830,30815690,Wedding,48,N/A,N/A,Impulsive,N/A,No,Neutral,1
2005-11-23,Male,Single,1,246833,Pension,Yes,0.33,Commercial_Rented,Student,0,733,31694307,Debt_Consolidation,36,Good,Good,Erratic,Poor,No,Negative,0
1991-06-21,Male,Single,2,32154,Multiple,Yes,0.26,Rented,Retired,0,548,41988287,Debt_Consolidation,240,N/A,Poor,Cautious,Good,Yes,Very_Negative,0
1973-06-12,Female,Single,7,714160,Rental_Income,Multiple,0.4,Owned,Retired,0,756,32531797,Wedding,84,Good,Average,Erratic,Good,No,Negative,1
1977-07-17,Female,Married,7,425193,Rental_Income,Multiple,0.8,Commercial_Rented,Salaried,4,707,33395694,Wedding,360,Good,Poor,Cautious,Good,No,Positive,1
2006-10-04,Male,Married,6,70273,Investments,Yes,0.01,Commercial_Rented,Student,0,373,43207527,Home,24,N/A,N/A,Impulsive,Poor,No,Very_Negative,0
2005-02-09,Male,Married,7,178143,Pension,Yes,0.33,Commercial_Rented,Government,0,871,45458448,Personal,84,Good,Good,Consistent,Good,Yes,Neutral,1
1958-05-04,Female,Married,2,45217,Pension,Multiple,0.23,Rented,Self-Employed,18,828,31244340,Education,36,Good,Average,Impulsive,Poor,Yes,Negative,0
1961-11-02,Male,Single,4,196010,Secondary,Multiple,0.24,Rented,Salaried,21,347,37796801,Education,12,Average,N/A,Aggressive,Average,Yes,Very_Negative,0
1961-05-21,Male,Single,5,994844,Secondary,Yes,0.3,Owned,Self-Employed,5,802,9609928,Education,300,Good,Poor,Cautious,N/A,No,Very_Negative,1
1968-01-25,Female,Married,5,727925,Pension,Yes,0.72,Commercial_Owned,Retired,0,349,29651586,Education,108,Good,Average,Erratic,Average,Yes,Negative,0
2000-06-04,Male,Single,6,254000,Pension,Yes,0.54,Commercial_Rented,Unemployed,0,343,47412443,Wedding,48,Good,N/A,Erratic,Good,Yes,Positive,0
1957-05-04,Male,Single,9,579117,Investments,No,0.1,Rented,Government,40,409,5828512,Debt_Consolidation,60,Poor,Poor,Consistent,Poor,Yes,Neutral,1
1957-06-25,Female,Single,5,858747,Secondary,Multiple,0.33,Joint_Ownership,Student,0,531,12214748,Medical,96,Poor,Good,Impulsive,Average,No,Negative,0
1987-11-05,Male,Single,4,174905,Rental_Income,No,0.13,Commercial_Owned,Government,34,668,43718546,Personal,12,Poor,Poor,Erratic,Good,No,Very_Positive,1
1952-07-15,Male,Married,4,773487,Pension,No,0.23,Rented,Student,0,871,14837515,Vehicle,120,Good,N/A,Consistent,Good,Yes,Positive,0
1962-11-21,Male,Single,3,952167,Pension,No,0.66,Rented,Self-Employed,17,735,547985,Personal,300,Poor,Good,Erratic,N/A,No,Negative,1
1962-03-14,Male,Married,1,931581,Investments,No,0.8,Owned,Government,11,600,35685612,Personal,12,Good,N/A,Impulsive,Poor,Yes,Very_Negative,0
1957-08-18,Female,Married,6,179171,Pension,No,0.72,Commercial_Owned,Student,0,752,22516353,Education,180,Poor,N/A,Impulsive,Poor,Yes,Neutral,0
1987-06-04,Female,Married,10,183960,Secondary,Multiple,0.59,Joint_Ownership,Unemployed,0,588,23579421,Personal,60,N/A,N/A,Impulsive,Average,Yes,Very_Positive,0
2003-09-02,Male,Married,4,184670,Multiple,Yes,0.02,Commercial_Owned,Retired,0,642,48777127,Wedding,84,Poor,Good,Erratic,N/A,Yes,Positive,1
2000-10-23,Female,Married,5,371322,Multiple,No,0.57,Joint_Ownership,Self-Employed,16,418,11192117,Business,300,Average,Poor,Aggressive,Good,No,Neutral,0
1995-06-12,Male,Single,10,665077,Rental_Income,Multiple,0.14,Joint_Ownership,Student,0,654,23884805,Medical,36,Good,Good,Consistent,Good,No,Positive,1
1959-07-03,Male,Single,3,398802,Investments,No,0.52,Rented,Salaried,0,867,9396405,Vehicle,300,Good,Poor,Erratic,N/A,Yes,Neutral,0
1954-09-21,Male,Single,6,355137,Multiple,Yes,0.44,Commercial_Rented,Self-Employed,15,795,6261049,Medical,108,Good,Good,Consistent,Good,Yes,Very_Positive,0
1993-01-16,Male,Married,10,796712,Secondary,Yes,0.14,Rented,Unemployed,0,622,12320636,Debt_Consolidation,96,Good,Poor,Aggressive,N/A,No,Positive,0
1976-02-13,Male,Married,2,203828,Multiple,Multiple,0.7,Rented,Unemployed,0,490,1823315,Debt_Consolidation,84,N/A,Poor,Consistent,Poor,No,Neutral,0
1999-11-13,Female,Single,4,44972,Pension,Yes,0.24,Commercial_Rented,Unemployed,0,766,33005346,Personal,24,Poor,Average,Cautious,N/A,No,Negative,0
1985-05-18,Male,Married,0,267473,Pension,No,0.14,Joint_Ownership,Self-Employed,4,662,40705111,Vehicle,60,Poor,Poor,Aggressive,Average,Yes,Negative,0
1987-04-17,Male,Single,0,539716,Secondary,Multiple,0.16,Commercial_Owned,Salaried,15,488,15201471,Travel,48,Good,N/A,Impulsive,N/A,No,Negative,1
2002-01-04,Female,Married,1,937244,Investments,Multiple,0.31,Commercial_Owned,Unemployed,0,549,7179330,Wedding,240,Good,Poor,Cautious,N/A,Yes,Positive,0
1993-10-18,Female,Single,1,375235,Multiple,Yes,0.67,Commercial_Rented,Self-Employed,31,476,17011368,Education,72,N/A,Poor,Consistent,Good,Yes,Very_Negative,0
1979-05-27,Male,Married,7,790437,Secondary,No,0.77,Rented,Student,0,896,45953288,Home,72,N/A,N/A,Aggressive,Poor,No,Negative,0
1969-10-01,Female,Married,6,734868,Rental_Income,Yes,0.81,Commercial_Rented,Self-Employed,29,324,44288879,Debt_Consolidation,300,N/A,Poor,Erratic,N/A,No,Positive,0
1952-03-23,Female,Single,6,651137,Investments,Multiple,0.16,Joint_Ownership,Student,0,839,41916378,Home,24,N/A,Good,Erratic,Poor,Yes,Positive,0
1963-03-19,Female,Single,2,940020,Investments,No,0.16,Joint_Ownership,Self-Employed,31,677,24811689,Personal,36,Good,Poor,Erratic,N/A,No,Very_Positive,1
1994-05-06,Male,Single,3,60592,Rental_Income,Yes,0.49,Owned,Student,0,724,26170251,Medical,120,Good,Good,Erratic,Poor,No,Very_Negative,0
1959-12-11,Male,Married,6,621760,Investments,Yes,0.65,Commercial_Owned,Salaried,36,847,18308219,Personal,96,Good,Poor,Erratic,Average,No,Negative,0
1964-02-08,Female,Married,4,620415,Multiple,No,0.35,Owned,Retired,0,519,36140023,Personal,48,Average,Good,Aggressive,Average,Yes,Positive,1
2005-08-16,Male,Single,7,859651,Pension,No,0.83,Rented,Self-Employed,14,521,7745273,Travel,72,Poor,Good,Aggressive,Good,No,Negative,0
1972-06-27,Female,Married,4,461952,Rental_Income,Multiple,0.72,Commercial_Owned,Salaried,24,468,7358249,Medical,60,Good,Average,Cautious,Average,Yes,Negative,0
1971-07-16,Male,Married,8,506864,Multiple,Yes,0.56,Commercial_Owned,Unemployed,0,888,48749971,Personal,72,Average,Average,Consistent,Good,No,Very_Positive,0
2003-12-07,Male,Single,2,930987,Multiple,No,0.65,Rented,Student,0,394,26668002,Medical,96,Poor,Average,Impulsive,N/A,No,Very_Positive,0
1992-09-28,Male,Single,2,155916,Rental_Income,Yes,0.28,Commercial_Rented,Student,0,864,42219991,Personal,300,N/A,N/A,Impulsive,Good,Yes,Very_Negative,0
1994-06-22,Male,Single,1,495096,Rental_Income,Multiple,0.17,Rented,Government,24,751,19827812,Home,108,Poor,Good,Consistent,Average,No,Very_Positive,1
1972-07-22,Female,Single,5,431555,Multiple,No,0.53,Commercial_Owned,Retired,0,453,34926876,Vehicle,36,Average,N/A,Consistent,Average,Yes,Very_Positive,0
2004-08-07,Male,Single,2,667193,Secondary,Yes,0.17,Commercial_Owned,Government,31,424,32908885,Debt_Consolidation,24,Average,N/A,Cautious,N/A,No,Neutral,0
1959-11-18,Female,Single,6,627444,Secondary,Yes,0.6,Owned,Unemployed,0,343,8022294,Wedding,84,Good,Poor,Aggressive,Good,Yes,Very_Negative,0
1999-11-23,Female,Married,1,205269,Rental_Income,Multiple,0.78,Commercial_Owned,Retired,0,656,5480425,Vehicle,12,Poor,Average,Aggressive,Good,Yes,Very_Negative,0
1964-05-15,Male,Married,7,996786,Pension,Multiple,0.42,Commercial_Rented,Retired,0,505,28141558,Education,108,Average,Good,Aggressive,N/A,Yes,Neutral,0
1973-09-20,Male,Married,10,406363,Rental_Income,Yes,0.32,Joint_Ownership,Retired,0,355,34741289,Home,240,Good,Good,Erratic,N/A,Yes,Very_Positive,1
1971-07-24,Male,Single,7,547564,Pension,No,0.29,Joint_Ownership,Salaried,2,498,2757085,Vehicle,36,Poor,Good,Impulsive,Poor,Yes,Very_Positive,1
1972-01-10,Male,Single,2,626058,Multiple,Yes,0.59,Joint_Ownership,Student,0,437,27215711,Vehicle,24,Average,N/A,Impulsive,Average,No,Negative,0
1998-09-17,Male,Single,6,248948,Secondary,Multiple,0.16,Commercial_Rented,Student,0,613,48622981,Vehicle,24,Good,Good,Erratic,N/A,No,Neutral,0
1960-11-14,Female,Married,7,910920,Investments,Multiple,0.78,Commercial_Owned,Unemployed,0,858,47454717,Travel,120,Poor,Poor,Erratic,Good,No,Neutral,0
1950-05-23,Male,Married,4,326496,Primary,No,0.38,Commercial_Rented,Unemployed,0,615,38120336,Vehicle,24,Average,N/A,Cautious,Good,Yes,Positive,0
1978-11-01,Female,Married,9,73769,Pension,No,0.88,Commercial_Owned,Student,0,533,37644163,Vehicle,108,N/A,Poor,Cautious,Poor,Yes,Very_Negative,0
1994-07-18,Female,Single,2,20180,Rental_Income,Yes,0.74,Commercial_Owned,Retired,0,883,10289870,Home,36,Average,Good,Impulsive,Poor,Yes,Very_Negative,0
2005-09-26,Female,Single,2,422045,Rental_Income,Multiple,0.68,Commercial_Rented,Student,0,740,49724812,Education,180,N/A,Good,Aggressive,Good,Yes,Negative,0
1955-05-16,Female,Married,5,381871,Multiple,Multiple,0.64,Rented,Unemployed,0,307,37238139,Medical,48,Poor,Poor,Impulsive,Good,No,Very_Negative,0
1996-08-06,Male,Married,5,249155,Rental_Income,Yes,0.29,Commercial_Owned,Student,0,624,29319453,Home,180,Poor,Average,Impulsive,Average,Yes,Very_Negative,0
1973-08-01,Male,Single,10,505590,Investments,No,0.23,Commercial_Owned,Self-Employed,37,461,12080540,Personal,360,Good,N/A,Consistent,Average,Yes,Positive,1
1959-02-28,Female,Married,0,629740,Rental_Income,Yes,0.87,Commercial_Owned,Retired,0,721,21058434,Personal,60,N/A,Good,Erratic,N/A,Yes,Positive,1
1990-10-18,Female,Single,10,603444,Multiple,Yes,0.72,Owned,Salaried,2,764,10977073,Personal,360,N/A,N/A,Impulsive,Average,No,Positive,1
2001-11-03,Male,Single,7,834659,Primary,Multiple,0.03,Rented,Unemployed,0,793,42625181,Medical,24,Poor,Average,Consistent,Poor,Yes,Negative,0
1990-02-25,Female,Single,2,533106,Pension,No,0.79,Rented,Self-Employed,33,859,47750499,Personal,12,Poor,Poor,Consistent,Average,No,Very_Positive,1
2005-09-27,Female,Single,5,900542,Primary,No,0.48,Owned,Salaried,12,476,20300828,Medical,180,N/A,Poor,Impulsive,N/A,No,Very_Positive,0
1982-03-23,Female,Single,9,178644,Primary,Multiple,0.8,Commercial_Rented,Unemployed,0,463,34486691,Education,24,Good,N/A,Consistent,N/A,Yes,Positive,0
2005-04-17,Female,Single,10,104724,Rental_Income,Yes,0.69,Rented,Unemployed,0,721,14486374,Business,360,Good,N/A,Erratic,N/A,No,Very_Positive,0
2007-04-04,Female,Single,2,599877,Multiple,Multiple,0.52,Owned,Government,6,414,36053207,Debt_Consolidation,240,N/A,Average,Erratic,Good,No,Very_Positive,0
1953-06-26,Female,Single,8,864969,Investments,No,0.53,Commercial_Rented,Retired,0,742,31650956,Debt_Consolidation,12,Good,Average,Aggressive,Good,No,Neutral,1
1984-12-14,Female,Married,0,685764,Multiple,Yes,0.69,Commercial_Owned,Student,0,675,49782399,Vehicle,36,Good,Poor,Cautious,N/A,Yes,Negative,0
1963-12-20,Male,Married,7,306999,Primary,No,0.61,Joint_Ownership,Government,24,320,45959935,Wedding,12,N/A,Average,Consistent,Good,Yes,Neutral,0
1973-10-24,Male,Married,5,219622,Secondary,Yes,0.07,Rented,Student,0,814,43052094,Medical,240,Poor,Average,Cautious,Poor,Yes,Very_Positive,0
1980-08-24,Female,Single,7,220709,Rental_Income,No,0.28,Rented,Retired,0,851,31925986,Travel,48,Good,Average,Cautious,N/A,Yes,Neutral,1
2006-04-18,Female,Single,1,535122,Multiple,No,0.45,Joint_Ownership,Student,0,372,29008344,Medical,48,N/A,Poor,Impulsive,Good,No,Positive,0
1989-10-23,Female,Single,4,492004,Primary,Multiple,0.17,Commercial_Owned,Retired,0,533,21819184,Education,96,Good,N/A,Erratic,Poor,Yes,Neutral,1
1958-05-05,Female,Married,3,209302,Pension,Yes,0.76,Commercial_Rented,Self-Employed,32,520,21382004,Education,96,Poor,Good,Impulsive,Poor,No,Neutral,0
1954-10-11,Male,Married,6,872897,Pension,No,0.29,Rented,Self-Employed,32,765,45342852,Vehicle,180,N/A,Good,Consistent,N/A,Yes,Positive,0
1966-12-21,Male,Married,3,508225,Primary,Yes,0.52,Owned,Retired,0,604,19544249,Travel,60,N/A,Poor,Cautious,Average,No,Very_Positive,0
2000-10-20,Female,Single,9,674779,Primary,Yes,0.02,Commercial_Rented,Student,0,480,25176170,Travel,360,Average,Good,Impulsive,Average,Yes,Positive,0
2002-04-06,Male,Married,9,609945,Rental_Income,Yes,0.81,Commercial_Owned,Retired,0,763,47677094,Wedding,48,N/A,Good,Consistent,N/A,No,Very_Negative,1
1980-09-26,Male,Single,7,873488,Primary,No,0.43,Commercial_Rented,Salaried,12,658,9183527,Business,108,Good,Poor,Consistent,Poor,No,Very_Negative,1
1958-07-16,Male,Married,3,40433,Pension,Yes,0.78,Commercial_Owned,Retired,0,839,43625076,Business,240,Good,Good,Erratic,Good,No,Neutral,1
1969-06-16,Female,Married,6,683199,Pension,Multiple,0.53,Commercial_Owned,Salaried,14,631,21226765,Debt_Consolidation,84,Poor,Poor,Erratic,N/A,Yes,Neutral,1
2000-12-01,Male,Single,3,155374,Multiple,No,0.73,Rented,Self-Employed,21,431,14493924,Vehicle,240,Good,N/A,Cautious,Good,Yes,Very_Positive,0
1999-03-06,Female,Single,3,808682,Pension,No,0.72,Rented,Student,0,850,10533709,Vehicle,60,N/A,N/A,Erratic,Good,No,Negative,0
1960-01-01,Female,Single,6,710356,Secondary,Multiple,0.71,Commercial_Owned,Retired,0,721,49221671,Vehicle,108,Average,Good,Consistent,Average,No,Positive,1
1972-10-11,Female,Married,8,960494,Rental_Income,Multiple,0.21,Commercial_Rented,Student,0,768,43940695,Travel,240,Average,Average,Impulsive,Good,Yes,Neutral,1
2004-01-26,Female,Married,4,370036,Secondary,Yes,0.32,Rented,Retired,0,392,14026517,Personal,360,Average,Average,Impulsive,Average,Yes,Neutral,0
1952-10-10,Female,Single,9,181254,Secondary,Multiple,0.43,Commercial_Owned,Government,25,874,45966205,Travel,240,Poor,Poor,Aggressive,Average,No,Very_Negative,1
1985-04-15,Male,Married,6,833278,Multiple,No,0.21,Commercial_Owned,Unemployed,0,711,43630032,Education,120,Poor,Average,Aggressive,N/A,Yes,Negative,0
1978-01-25,Male,Single,4,476837,Multiple,No,0.23,Commercial_Owned,Self-Employed,26,466,17139947,Debt_Consolidation,84,Good,N/A,Cautious,Poor,Yes,Very_Negative,1
1973-10-04,Female,Single,9,284008,Primary,No,0.11,Joint_Ownership,Government,8,890,43484139,Business,96,Poor,N/A,Aggressive,N/A,No,Very_Negative,1
2006-12-22,Male,Single,8,611337,Primary,Multiple,0.02,Rented,Unemployed,0,851,31467254,Travel,108,Poor,Average,Cautious,N/A,Yes,Neutral,0
1994-12-27,Male,Single,3,816638,Multiple,Yes,0.53,Rented,Government,36,709,23487833,Medical,240,Average,Average,Consistent,Poor,Yes,Very_Positive,1
2005-10-12,Male,Single,5,776109,Pension,Multiple,0.41,Commercial_Owned,Self-Employed,21,533,14705195,Debt_Consolidation,36,Average,Poor,Aggressive,Poor,No,Negative,0
1989-09-06,Male,Married,0,784534,Investments,No,0.04,Owned,Government,27,353,23924192,Personal,36,N/A,Poor,Impulsive,Good,No,Negative,1
1966-10-17,Male,Single,0,298863,Primary,Yes,0.42,Joint_Ownership,Unemployed,0,853,29442954,Travel,240,Average,N/A,Consistent,N/A,Yes,Very_Positive,0
1998-07-28,Female,Single,0,370242,Rental_Income,Multiple,0.71,Owned,Unemployed,0,326,16012879,Business,12,N/A,Average,Aggressive,Poor,Yes,Very_Positive,0
1985-07-04,Male,Single,2,626746,Multiple,Yes,0.44,Owned,Student,0,686,10899482,Debt_Consolidation,300,Good,Average,Erratic,N/A,No,Neutral,1
1953-04-05,Male,Married,5,726080,Primary,No,0.02,Commercial_Owned,Student,0,761,30739392,Home,300,Average,Average,Cautious,Good,Yes,Neutral,0
1952-07-11,Female,Single,1,279329,Multiple,Yes,0.26,Owned,Salaried,24,361,14738324,Education,360,Poor,N/A,Consistent,Poor,No,Negative,0
1961-02-17,Female,Married,4,513595,Multiple,Multiple,0.31,Owned,Salaried,31,409,15476786,Vehicle,120,Poor,Average,Impulsive,Poor,Yes,Negative,1
1982-08-08,Female,Married,4,602434,Investments,Multiple,0.77,Owned,Student,0,728,44749408,Personal,96,Good,Poor,Impulsive,Poor,Yes,Negative,0
1956-07-23,Male,Single,3,990501,Rental_Income,Multiple,0.29,Joint_Ownership,Unemployed,0,532,5763991,Travel,12,Poor,Average,Consistent,N/A,Yes,Very_Negative,0
1980-08-02,Female,Single,10,422069,Investments,Yes,0.72,Joint_Ownership,Salaried,18,359,42933949,Debt_Consolidation,120,Poor,Poor,Aggressive,Good,No,Very_Negative,0
1964-12-18,Female,Married,3,447361,Investments,Yes,0.3,Rented,Government,7,600,19018047,Home,24,N/A,N/A,Cautious,Good,Yes,Very_Positive,1
1961-04-23,Female,Single,5,531093,Secondary,No,0.25,Commercial_Rented,Salaried,33,863,37728168,Business,300,Poor,Good,Aggressive,Average,No,Very_Positive,1
2005-09-04,Male,Single,0,857509,Investments,Yes,0.28,Rented,Unemployed,0,839,29991580,Wedding,48,Good,Average,Erratic,Poor,No,Negative,0
1956-11-26,Male,Married,0,823414,Pension,No,0.84,Joint_Ownership,Government,20,751,12140798,Debt_Consolidation,120,Average,Poor,Consistent,Poor,No,Very_Positive,1
1967-10-13,Male,Single,4,828451,Rental_Income,Yes,0.77,Commercial_Rented,Self-Employed,31,849,47126607,Travel,60,Average,Good,Cautious,Average,No,Negative,1
1958-08-27,Male,Single,4,276336,Investments,Yes,0.55,Commercial_Rented,Retired,0,807,37839270,Vehicle,36,N/A,Good,Erratic,Good,Yes,Positive,0
1955-12-03,Female,Married,3,569268,Secondary,Multiple,0.72,Commercial_Rented,Self-Employed,25,563,12831163,Business,120,Poor,Good,Aggressive,Average,No,Positive,0
1996-05-21,Male,Married,5,895153,Primary,No,0.55,Commercial_Owned,Salaried,38,438,31597724,Education,84,Poor,Good,Consistent,Good,Yes,Very_Negative,0
1955-02-21,Male,Married,7,747802,Multiple,Yes,0.5,Commercial_Rented,Government,40,716,10913708,Debt_Consolidation,300,Average,Average,Aggressive,Average,No,Positive,1
1993-02-28,Male,Married,4,787183,Multiple,No,0.4,Commercial_Owned,Retired,0,584,46885048,Debt_Consolidation,84,Average,N/A,Consistent,Average,No,Very_Negative,0
1958-11-18,Male,Single,3,745825,Pension,No,0.39,Joint_Ownership,Unemployed,0,447,39103783,Debt_Consolidation,360,N/A,Poor,Consistent,Good,Yes,Very_Positive,0
1977-10-02,Female,Single,9,587559,Investments,Yes,0.67,Joint_Ownership,Unemployed,0,641,34140535,Medical,48,N/A,Average,Impulsive,Poor,Yes,Very_Negative,0
1977-08-02,Male,Married,10,521581,Rental_Income,Yes,0.03,Rented,Unemployed,0,783,19329898,Medical,60,Average,Good,Aggressive,Poor,No,Neutral,0
1965-01-23,Female,Single,3,647359,Multiple,Multiple,0.77,Joint_Ownership,Unemployed,0,626,1507555,Debt_Consolidation,300,Poor,Poor,Consistent,Good,No,Very_Positive,0
1962-03-07,Female,Married,0,998265,Investments,Yes,0.66,Joint_Ownership,Retired,0,875,10737822,Travel,12,Poor,Good,Aggressive,Good,Yes,Very_Negative,0
1976-05-16,Male,Married,10,185326,Pension,Multiple,0.57,Commercial_Owned,Government,29,456,28071136,Home,36,N/A,N/A,Cautious,N/A,No,Positive,0
1983-05-23,Female,Single,5,940218,Rental_Income,Multiple,0.62,Commercial_Rented,Government,39,698,28073196,Personal,24,Good,Average,Erratic,N/A,No,Very_Negative,0
1963-11-13,Male,Married,2,786227,Investments,Multiple,0.24,Owned,Student,0,520,42084409,Business,72,Average,Poor,Impulsive,Good,Yes,Neutral,0
1960-01-11,Male,Married,5,906303,Secondary,Yes,0.49,Owned,Government,29,525,28136849,Vehicle,180,Average,N/A,Cautious,N/A,No,Very_Positive,1
1957-01-06,Female,Married,1,307003,Primary,Yes,0.07,Commercial_Owned,Student,0,558,24780159,Travel,120,Good,N/A,Consistent,Poor,Yes,Very_Positive,0
1958-08-10,Male,Married,10,828437,Investments,Yes,0.8,Commercial_Owned,Unemployed,0,452,42261079,Debt_Consolidation,36,Good,N/A,Cautious,Poor,Yes,Very_Negative,0
1986-10-28,Female,Single,10,649353,Secondary,Multiple,0.46,Commercial_Owned,Salaried,16,862,28909998,Travel,108,Good,Average,Impulsive,Poor,Yes,Positive,1
1970-10-27,Male,Married,9,603591,Primary,No,0.83,Commercial_Rented,Salaried,9,340,10591030,Medical,12,Poor,Good,Erratic,Average,No,Very_Positive,0
1973-09-13,Female,Single,5,592354,Rental_Income,No,0.46,Rented,Self-Employed,14,574,40314519,Wedding,12,Poor,Poor,Cautious,Average,No,Very_Negative,0
1988-01-21,Male,Single,7,223255,Multiple,Multiple,0.3,Joint_Ownership,Unemployed,0,419,4744053,Medical,180,Average,Good,Impulsive,Good,No,Negative,0
1959-12-09,Male,Married,6,759861,Pension,Multiple,0.23,Joint_Ownership,Government,23,359,22020900,Wedding,36,N/A,Good,Aggressive,Poor,Yes,Negative,1
1984-03-19,Female,Single,9,764685,Secondary,Yes,0.65,Commercial_Rented,Self-Employed,27,514,3219003,Education,120,N/A,Average,Cautious,N/A,No,Very_Positive,0
2002-05-09,Male,Single,9,879341,Investments,Yes,0.28,Joint_Ownership,Student,0,541,13797465,Debt_Consolidation,72,N/A,N/A,Consistent,N/A,No,Very_Negative,0
2002-04-10,Male,Single,0,914506,Primary,No,0.78,Commercial_Owned,Unemployed,0,403,13843233,Business,180,N/A,N/A,Cautious,Average,Yes,Very_Positive,0
1971-09-24,Male,Married,7,754433,Rental_Income,Multiple,0.35,Joint_Ownership,Unemployed,0,490,38833069,Education,240,N/A,Average,Aggressive,N/A,Yes,Very_Negative,0
2005-01-02,Male,Married,7,834371,Primary,Yes,0.31,Commercial_Owned,Student,0,404,44339201,Education,300,Poor,N/A,Aggressive,N/A,Yes,Very_Positive,1
1964-06-04,Male,Single,10,47073,Secondary,No,0.68,Commercial_Owned,Self-Employed,4,645,5373721,Home,72,N/A,Poor,Cautious,Average,No,Very_Negative,0
